date,store_type,sales,discount_average,has_new_product,is_weekend,market
2021-02-27,type_3,1653.99,37.29,0,1,market_1
2021-02-27,type_1,5857.61,36.67,0,1,market_1
2021-02-27,type_2,2363.78,10.00,0,1,market_1
2021-03-01,type_3,1449.75,30.00,0,0,market_1
2021-03-01,type_1,4301.40,51.00,1,0,market_1
2021-03-01,type_2,2419.26,10.00,0,0,market_1
2021-03-02,type_3,1507.70,30.00,1,0,market_1
2021-03-02,type_1,3962.55,42.17,1,0,market_1
2021-03-02,type_2,2474.04,10.00,0,0,market_1
2021-03-03,type_3,1628.69,38.39,0,0,market_1
2021-03-03,type_1,4203.44,28.95,1,0,market_1
2021-03-03,type_2,2747.41,15.63,0,0,market_1
2021-03-04,type_3,1516.95,30.00,0,0,market_1
2021-03-04,type_1,4407.09,30.00,0,0,market_1
2021-03-04,type_2,2330.96,26.88,0,0,market_1
2021-03-05,type_3,1615.98,31.08,0,1,market_1
2021-03-05,type_1,5327.80,30.00,0,1,market_1
2021-03-05,type_2,3089.26,10.00,0,1,market_1
2021-03-06,type_3,1630.89,39.00,0,1,market_1
2021-03-06,type_1,4938.79,34.47,0,1,market_1
2021-03-06,type_2,2323.09,10.00,0,1,market_1
2021-03-08,type_3,1419.10,30.00,0,0,market_1
2021-03-08,type_1,3842.56,30.00,0,0,market_1
2021-03-08,type_2,2476.20,10.00,0,0,market_1
2021-03-09,type_3,1441.28,43.89,0,0,market_1
2021-03-09,type_1,4068.46,29.38,0,0,market_1
2021-03-09,type_2,2738.72,10.00,1,0,market_1
2021-03-10,type_3,1420.79,43.13,0,0,market_1
2021-03-10,type_1,3739.70,28.38,1,0,market_1
2021-03-10,type_2,2485.23,20.59,1,0,market_1
2021-03-11,type_3,1353.76,30.00,0,0,market_1
2021-03-11,type_1,4174.07,29.22,0,0,market_1
2021-03-11,type_2,2383.79,10.00,0,0,market_1
2021-03-12,type_3,1542.61,30.00,0,1,market_1
2021-03-12,type_1,4234.39,32.33,1,1,market_1
2021-03-12,type_2,2561.93,48.92,0,1,market_1
2021-03-13,type_3,1619.52,42.08,0,1,market_1
2021-03-13,type_1,6032.61,36.18,0,1,market_1
2021-03-13,type_2,2596.35,66.84,1,1,market_1
2021-03-15,type_3,1322.13,34.35,0,0,market_1
2021-03-15,type_1,3710.24,30.00,1,0,market_1
2021-03-15,type_2,2478.44,16.43,0,0,market_1
2021-03-16,type_3,1460.16,35.71,0,0,market_1
2021-03-16,type_1,3969.49,32.05,0,0,market_1
2021-03-16,type_2,2997.60,10.00,1,0,market_1
2021-03-17,type_3,1524.22,34.04,0,0,market_1
2021-03-17,type_1,4181.75,29.57,1,0,market_1
2021-03-17,type_2,2338.50,10.00,0,0,market_1
2021-03-18,type_3,1511.84,38.08,0,0,market_1
2021-03-18,type_1,3748.69,28.75,0,0,market_1
2021-03-18,type_2,2570.61,28.00,1,0,market_1
2021-03-19,type_3,1458.01,32.90,0,1,market_1
2021-03-19,type_1,4685.85,32.81,1,1,market_1
2021-03-19,type_2,2590.15,10.00,0,1,market_1
2021-03-20,type_3,1439.76,37.23,0,1,market_1
2021-03-20,type_1,4762.88,28.67,0,1,market_1
2021-03-20,type_2,1899.32,10.00,0,1,market_1
2021-03-22,type_3,1680.07,30.00,1,0,market_1
2021-03-22,type_2,2373.22,10.00,0,0,market_1
2021-03-23,type_3,1633.50,30.00,1,0,market_1
2021-03-23,type_2,2138.09,10.00,0,0,market_1
2021-03-24,type_3,1586.11,47.95,1,0,market_1
2021-03-24,type_2,2249.68,55.00,0,0,market_1
2021-03-25,type_3,1646.86,39.72,0,0,market_1
2021-03-25,type_2,2196.50,10.00,0,0,market_1
2021-03-26,type_3,1327.79,35.20,0,1,market_1
2021-03-26,type_2,2233.40,10.00,0,1,market_1
2021-03-27,type_3,1760.47,43.67,0,1,market_1
2021-03-27,type_2,2346.47,10.00,0,1,market_1
2021-03-29,type_3,1532.05,41.67,1,0,market_1
2021-03-29,type_2,2510.64,65.38,1,0,market_1
2021-03-30,type_3,1673.95,33.08,0,0,market_1
2021-03-30,type_2,2799.20,10.00,0,0,market_1
2021-03-31,type_3,1519.06,31.27,1,0,market_1
2021-03-31,type_2,2612.90,10.00,0,0,market_1
2021-04-01,type_3,1395.04,37.26,0,0,market_1
2021-04-01,type_2,2071.11,10.00,0,0,market_1
2021-04-03,type_3,1400.08,32.47,0,1,market_1
2021-04-03,type_2,2058.10,,0,1,market_1
2021-04-05,type_3,1450.95,33.41,1,0,market_1
2021-04-05,type_2,2062.90,87.14,0,0,market_1
2021-04-06,type_3,1532.42,30.88,0,0,market_1
2021-04-06,type_2,2416.09,10.00,1,0,market_1
2021-04-07,type_3,1619.21,37.57,0,0,market_1
2021-04-07,type_2,2440.22,71.07,0,0,market_1
2021-04-08,type_3,1402.57,30.00,0,0,market_1
2021-04-08,type_2,1940.89,10.00,1,0,market_1
2021-04-09,type_3,1588.30,31.67,1,1,market_1
2021-04-09,type_2,2126.80,48.57,0,1,market_1
2021-04-10,type_3,1522.42,28.70,0,1,market_1
2021-04-10,type_2,2190.77,10.00,0,1,market_1
2021-04-12,type_3,1421.72,30.00,0,0,market_1
2021-04-12,type_2,2057.50,10.00,0,0,market_1
2021-04-13,type_3,1313.01,32.50,0,0,market_1
2021-04-13,type_2,2082.01,48.57,0,0,market_1
2021-04-14,type_3,1292.08,30.00,0,0,market_1
2021-04-14,type_2,2064.28,10.00,0,0,market_1
2021-04-15,type_3,1225.26,30.00,0,0,market_1
2021-04-15,type_2,2653.36,10.00,0,0,market_1
2021-04-16,type_3,1233.78,32.30,0,1,market_1
2021-04-16,type_2,1852.85,10.00,1,1,market_1
2021-04-17,type_3,1448.39,37.16,1,1,market_1
2021-04-17,type_2,2067.90,10.00,0,1,market_1
2021-04-19,type_3,1048.60,29.25,0,0,market_1
2021-04-19,type_2,2093.84,10.00,1,0,market_1
2021-04-20,type_3,1215.77,30.00,0,0,market_1
2021-04-20,type_2,2202.70,10.00,0,0,market_1
2021-04-21,type_3,1111.74,34.47,0,0,market_1
2021-04-21,type_2,1736.28,25.00,1,0,market_1
2021-04-22,type_3,1195.65,30.00,0,0,market_1
2021-04-22,type_2,1689.30,10.00,1,0,market_1
2021-04-23,type_3,1576.18,31.43,0,1,market_1
2021-04-23,type_2,1778.14,10.00,0,1,market_1
2021-04-24,type_3,1788.87,32.86,0,1,market_1
2021-04-24,type_2,1961.45,10.00,0,1,market_1
2021-04-26,type_3,1698.52,30.00,0,0,market_1
2021-04-26,type_2,2056.35,100.00,0,0,market_1
2021-04-27,type_3,1684.52,31.11,0,0,market_1
2021-04-27,type_2,1977.31,10.00,0,0,market_1
2021-04-28,type_3,1739.11,31.11,0,0,market_1
2021-04-28,type_2,2420.80,10.00,1,0,market_1
2021-04-29,type_3,1778.95,35.00,0,0,market_1
2021-04-29,type_2,2414.84,10.00,0,0,market_1
2021-04-30,type_3,2720.58,31.89,1,1,market_1
2021-04-30,type_2,2900.90,10.00,0,1,market_1
2021-05-02,type_3,1242.93,33.46,0,1,market_1
2021-05-02,type_1,3950.01,30.70,1,1,market_1
2021-05-02,type_2,1474.73,11.82,0,1,market_1
2021-05-03,type_3,1593.82,30.00,0,0,market_1
2021-05-03,type_1,3960.39,29.20,0,0,market_1
2021-05-03,type_2,2424.97,10.00,0,0,market_1
2021-05-04,type_3,1701.75,30.00,0,0,market_1
2021-05-04,type_1,3600.60,30.00,1,0,market_1
2021-05-04,type_2,2135.40,10.00,0,0,market_1
2021-05-05,type_3,1669.63,30.00,0,0,market_1
2021-05-05,type_1,3577.70,30.00,1,0,market_1
2021-05-05,type_2,2270.74,10.00,0,0,market_1
2021-05-06,type_3,1461.01,29.51,0,0,market_1
2021-05-06,type_1,3609.58,32.86,0,0,market_1
2021-05-06,type_2,2293.94,10.00,0,0,market_1
2021-05-07,type_3,1672.66,30.00,0,1,market_1
2021-05-07,type_1,4390.30,28.33,0,1,market_1
2021-05-07,type_2,2664.02,10.00,1,1,market_1
2021-05-08,type_3,1806.09,37.54,0,1,market_1
2021-05-08,type_1,5677.47,40.63,1,1,market_1
2021-05-08,type_2,2753.68,10.00,0,1,market_1
2021-05-10,type_3,1716.38,30.00,0,0,market_1
2021-05-10,type_1,4397.13,30.00,1,0,market_1
2021-05-10,type_2,1809.09,10.00,1,0,market_1
2021-05-11,type_3,1505.38,29.68,0,0,market_1
2021-05-11,type_1,4075.89,36.13,1,0,market_1
2021-05-11,type_2,2543.07,10.00,0,0,market_1
2021-05-12,type_3,1623.30,32.26,0,0,market_1
2021-05-12,type_1,3438.68,27.14,0,0,market_1
2021-05-12,type_2,2163.02,21.54,0,0,market_1
2021-05-13,type_3,1659.92,40.00,0,0,market_1
2021-05-13,type_1,3613.01,22.50,1,0,market_1
2021-05-13,type_2,2497.50,15.81,0,0,market_1
2021-05-14,type_3,1655.99,29.73,0,1,market_1
2021-05-14,type_1,4865.58,43.33,0,1,market_1
2021-05-14,type_2,2590.47,10.00,1,1,market_1
2021-05-15,type_3,2063.75,34.95,0,1,market_1
2021-05-15,type_1,6219.97,23.33,0,1,market_1
2021-05-15,type_2,2533.91,10.00,0,1,market_1
2021-05-17,type_3,1717.64,36.79,0,0,market_1
2021-05-17,type_1,3787.35,30.00,0,0,market_1
2021-05-17,type_2,2108.67,29.69,0,0,market_1
2021-05-18,type_3,1643.72,28.52,0,0,market_1
2021-05-18,type_1,3962.28,29.05,0,0,market_1
2021-05-18,type_2,2361.44,24.23,0,0,market_1
2021-05-19,type_3,1503.46,28.87,1,0,market_1
2021-05-19,type_1,3717.42,30.00,1,0,market_1
2021-05-19,type_2,1851.95,10.00,0,0,market_1
2021-05-20,type_3,1445.59,29.47,0,0,market_1
2021-05-20,type_1,3574.33,32.38,0,0,market_1
2021-05-20,type_2,2127.06,10.00,0,0,market_1
2021-05-21,type_3,1589.57,33.55,0,1,market_1
2021-05-21,type_1,4588.19,38.40,0,1,market_1
2021-05-21,type_2,2192.89,13.64,0,1,market_1
2021-05-22,type_3,2056.55,31.50,0,1,market_1
2021-05-22,type_1,6609.04,29.35,0,1,market_1
2021-05-22,type_2,2942.65,10.00,0,1,market_1
2021-05-24,type_3,1663.03,36.35,0,0,market_1
2021-05-24,type_1,3793.45,30.95,1,0,market_1
2021-05-24,type_2,2134.18,24.44,0,0,market_1
2021-05-25,type_3,1443.44,40.18,0,0,market_1
2021-05-25,type_1,3744.46,35.00,1,0,market_1
2021-05-25,type_2,2002.81,15.29,0,0,market_1
2021-05-26,type_3,1830.77,41.11,0,0,market_1
2021-05-26,type_1,4012.34,28.95,1,0,market_1
2021-05-26,type_2,2220.37,50.34,0,0,market_1
2021-05-27,type_3,1352.66,36.33,0,0,market_1
2021-05-27,type_1,3578.65,31.85,1,0,market_1
2021-05-27,type_2,2090.23,13.75,0,0,market_1
2021-05-28,type_3,2019.79,28.95,0,1,market_1
2021-05-28,type_1,5112.77,32.27,1,1,market_1
2021-05-28,type_2,2553.61,14.09,0,1,market_1
2021-05-29,type_3,2121.96,29.78,0,1,market_1
2021-05-29,type_1,6488.45,32.50,0,1,market_1
2021-05-29,type_2,2699.29,10.00,0,1,market_1
2021-05-31,type_3,1665.89,28.60,0,0,market_1
2021-05-31,type_1,4703.27,30.00,0,0,market_1
2021-05-31,type_2,2032.79,24.06,0,0,market_1
2021-06-01,type_3,1696.87,35.79,0,0,market_1
2021-06-01,type_1,4266.89,35.60,0,0,market_1
2021-06-01,type_2,2358.82,10.00,1,0,market_1
2021-06-02,type_3,1907.84,30.00,0,0,market_1
2021-06-02,type_1,4581.93,28.57,1,0,market_1
2021-06-02,type_2,2199.41,61.43,1,0,market_1
2021-06-03,type_3,1772.14,29.70,0,0,market_1
2021-06-03,type_1,3484.41,32.12,1,0,market_1
2021-06-03,type_2,1756.15,70.00,0,0,market_1
2021-06-04,type_3,1729.82,29.15,0,1,market_1
2021-06-04,type_1,4920.85,30.97,0,1,market_1
2021-06-04,type_2,2799.81,43.16,0,1,market_1
2021-06-05,type_3,2098.82,32.73,0,1,market_1
2021-06-05,type_1,6636.88,36.77,0,1,market_1
2021-06-05,type_2,3092.36,10.00,0,1,market_1
2021-06-07,type_3,1613.97,40.24,0,0,market_1
2021-06-07,type_1,4516.24,33.85,1,0,market_1
2021-06-07,type_2,2107.63,10.00,0,0,market_1
2021-06-08,type_3,1770.94,36.56,0,0,market_1
2021-06-08,type_1,4090.42,45.56,1,0,market_1
2021-06-08,type_2,2401.11,44.62,0,0,market_1
2021-06-09,type_3,1753.90,39.31,0,0,market_1
2021-06-09,type_1,4095.69,28.33,0,0,market_1
2021-06-09,type_2,1782.44,87.14,0,0,market_1
2021-06-10,type_3,1538.86,32.41,0,0,market_1
2021-06-10,type_1,3919.42,50.73,0,0,market_1
2021-06-10,type_2,2351.10,10.00,0,0,market_1
2021-06-11,type_3,1583.51,32.22,0,1,market_1
2021-06-11,type_1,4309.71,33.04,1,1,market_1
2021-06-11,type_2,2143.78,24.59,1,1,market_1
2021-06-12,type_3,2204.51,32.60,0,1,market_1
2021-06-12,type_1,5992.87,29.82,0,1,market_1
2021-06-12,type_2,2968.59,10.00,0,1,market_1
2021-06-14,type_3,1635.18,30.00,0,0,market_1
2021-06-14,type_1,3931.47,30.00,0,0,market_1
2021-06-14,type_2,1775.87,10.00,1,0,market_1
2021-06-15,type_3,1411.97,34.85,1,0,market_1
2021-06-15,type_1,4093.54,31.92,1,0,market_1
2021-06-15,type_2,2436.49,88.00,1,0,market_1
2021-06-16,type_3,1713.93,35.83,1,0,market_1
2021-06-16,type_1,3784.35,43.00,0,0,market_1
2021-06-16,type_2,2068.21,86.15,1,0,market_1
2021-06-17,type_3,1784.20,28.33,0,0,market_1
2021-06-17,type_1,3926.58,30.23,0,0,market_1
2021-06-17,type_2,2135.62,28.00,0,0,market_1
2021-06-18,type_3,1741.01,30.00,0,1,market_1
2021-06-18,type_1,4726.57,29.41,1,1,market_1
2021-06-18,type_2,1671.09,10.00,1,1,market_1
2021-06-19,type_3,1958.41,28.44,0,1,market_1
2021-06-19,type_1,6404.31,29.38,0,1,market_1
2021-06-19,type_2,3344.93,10.00,0,1,market_1
2021-06-21,type_3,1828.42,30.00,0,0,market_1
2021-06-21,type_1,4373.62,38.75,0,0,market_1
2021-06-21,type_2,2538.93,10.00,0,0,market_1
2021-06-22,type_3,2183.00,28.97,0,0,market_1
2021-06-22,type_1,4246.59,45.56,0,0,market_1
2021-06-22,type_2,2781.07,27.22,0,0,market_1
2021-06-23,type_3,2804.53,34.60,1,0,market_1
2021-06-23,type_1,4104.51,49.69,1,0,market_1
2021-06-23,type_2,2518.60,,1,0,market_1
2021-06-25,type_3,2260.49,34.59,1,1,market_1
2021-06-25,type_1,6028.86,30.00,1,1,market_1
2021-06-25,type_2,3138.38,82.00,1,1,market_1
2021-06-26,type_3,2421.59,29.81,0,1,market_1
2021-06-26,type_1,6691.20,28.89,0,1,market_1
2021-06-26,type_2,3218.80,10.00,0,1,market_1
2021-06-28,type_3,1834.14,30.00,0,0,market_1
2021-06-28,type_1,4678.90,30.00,1,0,market_1
2021-06-28,type_2,2113.57,10.00,1,0,market_1
2021-06-29,type_3,1931.67,29.32,0,0,market_1
2021-06-29,type_1,4985.50,30.00,0,0,market_1
2021-06-29,type_2,2595.37,10.00,0,0,market_1
2021-06-30,type_3,1789.18,29.67,0,0,market_1
2021-06-30,type_1,5326.18,38.46,0,0,market_1
2021-06-30,type_2,2390.09,10.00,0,0,market_1
2021-07-01,type_3,2001.64,30.00,0,0,market_1
2021-07-01,type_1,5562.61,31.56,0,0,market_1
2021-07-01,type_2,2648.11,10.00,0,0,market_1
2021-07-02,type_3,1589.95,33.82,0,1,market_1
2021-07-02,type_1,5341.06,29.43,0,1,market_1
2021-07-02,type_2,2373.65,23.70,0,1,market_1
2021-07-03,type_3,2362.94,31.17,0,1,market_1
2021-07-03,type_1,6333.48,31.11,0,1,market_1
2021-07-03,type_2,3102.38,10.00,1,1,market_1
2021-07-05,type_3,2410.00,29.57,0,0,market_1
2021-07-05,type_1,5777.01,30.00,0,0,market_1
2021-07-05,type_2,2808.38,10.00,0,0,market_1
2021-07-06,type_3,2112.19,34.03,1,0,market_1
2021-07-06,type_1,4987.86,28.00,0,0,market_1
2021-07-06,type_2,2692.90,77.50,0,0,market_1
2021-07-07,type_3,2123.37,31.73,0,0,market_1
2021-07-07,type_1,4856.94,28.71,1,0,market_1
2021-07-07,type_2,2724.91,16.92,0,0,market_1
2021-07-08,type_3,2151.49,28.75,0,0,market_1
2021-07-08,type_1,5084.43,40.00,0,0,market_1
2021-07-08,type_2,2301.81,20.00,0,0,market_1
2021-07-09,type_3,1900.77,28.93,0,1,market_1
2021-07-09,type_1,4954.41,45.00,1,1,market_1
2021-07-09,type_2,2514.53,10.00,0,1,market_1
2021-07-10,type_3,2433.59,30.00,0,1,market_1
2021-07-10,type_1,6715.62,30.00,0,1,market_1
2021-07-10,type_2,3546.35,10.00,0,1,market_1
2021-07-12,type_3,2115.44,32.73,0,0,market_1
2021-07-12,type_1,5296.28,26.36,0,0,market_1
2021-07-12,type_2,2624.56,10.00,0,0,market_1
2021-07-13,type_3,1987.58,29.67,0,0,market_1
2021-07-13,type_1,4802.69,29.00,1,0,market_1
2021-07-13,type_2,2550.04,10.00,0,0,market_1
2021-07-14,type_3,1824.32,30.00,0,0,market_1
2021-07-14,type_1,4380.56,31.07,0,0,market_1
2021-07-14,type_2,2592.60,,0,0,market_1
2021-07-15,type_3,1911.54,29.60,0,0,market_1
2021-07-15,type_1,4642.01,33.75,0,0,market_1
2021-07-15,type_2,3136.35,19.64,0,0,market_1
2021-07-16,type_3,1910.48,48.95,0,1,market_1
2021-07-16,type_1,5222.38,28.86,0,1,market_1
2021-07-16,type_2,2441.85,19.00,0,1,market_1
2021-07-17,type_3,2217.66,30.00,0,1,market_1
2021-07-17,type_1,6056.17,29.61,0,1,market_1
2021-07-17,type_2,2578.33,,1,1,market_1
2021-07-19,type_3,1958.88,29.11,0,0,market_1
2021-07-19,type_1,5218.51,30.00,0,0,market_1
2021-07-19,type_2,2434.58,10.00,0,0,market_1
2021-07-20,type_3,1660.95,39.55,0,0,market_1
2021-07-20,type_1,4698.51,29.29,0,0,market_1
2021-07-20,type_2,2596.32,10.00,0,0,market_1
2021-07-21,type_3,1915.39,44.17,0,0,market_1
2021-07-21,type_1,4758.12,30.00,0,0,market_1
2021-07-21,type_2,2613.56,20.00,0,0,market_1
2021-07-22,type_3,1978.54,29.17,0,0,market_1
2021-07-22,type_1,4711.88,32.38,0,0,market_1
2021-07-22,type_2,2470.19,10.00,0,0,market_1
2021-07-23,type_3,1877.02,29.50,0,1,market_1
2021-07-23,type_1,4473.34,40.00,0,1,market_1
2021-07-23,type_2,2264.48,10.00,1,1,market_1
2021-07-24,type_3,1937.81,29.58,0,1,market_1
2021-07-24,type_1,6102.51,30.00,0,1,market_1
2021-07-24,type_2,2844.78,10.00,0,1,market_1
2021-07-26,type_3,1829.84,30.00,0,0,market_1
2021-07-26,type_1,4757.72,56.67,1,0,market_1
2021-07-26,type_2,2403.73,10.00,0,0,market_1
2021-07-27,type_3,1896.87,31.85,0,0,market_1
2021-07-27,type_1,4445.52,32.17,0,0,market_1
2021-07-27,type_2,2628.41,10.00,0,0,market_1
2021-07-28,type_3,1740.43,30.00,0,0,market_1
2021-07-28,type_1,4560.61,47.50,1,0,market_1
2021-07-28,type_2,2418.24,80.00,1,0,market_1
2021-07-29,type_3,1855.76,30.00,0,0,market_1
2021-07-29,type_1,4249.69,30.00,0,0,market_1
2021-07-29,type_2,2424.19,40.00,0,0,market_1
2021-07-30,type_3,1776.61,30.00,0,1,market_1
2021-07-30,type_1,4557.31,35.56,0,1,market_1
2021-07-30,type_2,1976.00,10.00,0,1,market_1
2021-07-31,type_3,1669.30,42.03,0,1,market_1
2021-07-31,type_1,5178.85,43.64,0,1,market_1
2021-07-31,type_2,2428.37,10.00,0,1,market_1
2021-08-02,type_3,1810.32,33.78,0,0,market_1
2021-08-02,type_1,4954.73,30.00,0,0,market_1
2021-08-02,type_2,1871.93,70.00,0,0,market_1
2021-08-03,type_3,1998.64,41.40,0,0,market_1
2021-08-03,type_1,5152.44,28.00,0,0,market_1
2021-08-03,type_2,2811.16,10.00,0,0,market_1
2021-08-04,type_3,1524.23,30.00,0,0,market_1
2021-08-04,type_1,4651.25,26.67,0,0,market_1
2021-08-04,type_2,2629.90,,0,0,market_1
2021-08-05,type_3,1759.15,30.00,0,0,market_1
2021-08-05,type_1,4526.76,39.23,0,0,market_1
2021-08-05,type_2,1965.20,10.00,0,0,market_1
2021-08-06,type_3,1622.52,28.40,0,1,market_1
2021-08-06,type_1,5302.61,42.73,1,1,market_1
2021-08-06,type_2,2782.20,10.00,0,1,market_1
2021-08-07,type_3,1657.19,30.00,0,1,market_1
2021-08-07,type_1,4913.40,30.00,1,1,market_1
2021-08-07,type_2,2331.36,10.00,0,1,market_1
2021-08-09,type_3,1763.06,54.50,0,0,market_1
2021-08-09,type_1,4601.96,36.36,0,0,market_1
2021-08-09,type_2,2202.38,31.18,1,0,market_1
2021-08-10,type_3,1691.02,30.00,0,0,market_1
2021-08-10,type_1,4984.37,32.06,0,0,market_1
2021-08-10,type_2,2342.81,10.00,0,0,market_1
2021-08-11,type_3,1695.62,30.00,0,0,market_1
