date,store_type,sales,discount_average,has_new_product,is_weekend,market
2021-12-09,type_3,2449.8500000000000333,44.41,0,0,market_6
2021-12-09,type_1,2838.3900000000001099,49.84,0,0,market_6
2021-12-09,type_2,231.3500000000000021,10.00,0,0,market_6
2021-12-10,type_3,2592.9800000000000289,40.38,0,1,market_6
2021-12-10,type_1,3008.4500000000001218,53.33,1,1,market_6
2021-12-10,type_2,87.0400000000000027,10.00,0,1,market_6
2021-12-11,type_3,3438.6400000000000422,40.10,0,1,market_6
2021-12-11,type_1,5325.9100000000000894,54.35,0,1,market_6
2021-12-11,type_2,414.2600000000000053,17.50,1,1,market_6
2021-12-12,type_3,3044.8300000000000398,31.09,0,1,market_6
2021-12-12,type_1,5267.0700000000001970,46.15,0,1,market_6
2021-12-12,type_2,260.3500000000000032,10.00,0,1,market_6
2021-12-13,type_3,2076.6300000000000236,38.97,0,0,market_6
2021-12-13,type_1,3034.0600000000000570,64.00,0,0,market_6
2021-12-13,type_2,269.7500000000000040,57.86,1,0,market_6
2021-12-14,type_3,2266.8800000000000205,39.81,0,0,market_6
2021-12-14,type_1,2946.4900000000001180,50.59,0,0,market_6
2021-12-14,type_2,187.5000000000000028,64.00,0,0,market_6
2021-12-15,type_3,2167.9600000000000240,35.72,0,0,market_6
2021-12-15,type_1,3164.9800000000001366,63.65,1,0,market_6
2021-12-15,type_2,90.4200000000000015,,0,0,market_6
2021-12-16,type_3,2276.3300000000000299,39.87,1,0,market_6
2021-12-16,type_1,3164.4500000000001014,43.80,0,0,market_6
2021-12-16,type_2,287.8700000000000032,10.00,0,0,market_6
2021-12-17,type_3,2288.0900000000000217,36.09,0,1,market_6
2021-12-17,type_1,3152.3700000000001214,38.94,0,1,market_6
2021-12-17,type_2,264.7300000000000049,30.00,1,1,market_6
2021-12-18,type_3,3277.8200000000000465,35.38,0,1,market_6
2021-12-18,type_1,4838.0900000000001224,56.00,0,1,market_6
2021-12-18,type_2,367.3000000000000017,10.00,0,1,market_6
2021-12-19,type_3,3049.4200000000000365,40.11,0,1,market_6
2021-12-19,type_1,4145.7600000000001261,47.45,0,1,market_6
2021-12-19,type_2,222.6900000000000036,10.00,0,1,market_6
2021-12-20,type_3,2426.4000000000000265,32.17,0,0,market_6
2021-12-20,type_1,3441.8600000000001306,30.00,0,0,market_6
2021-12-20,type_2,332.3100000000000031,10.00,1,0,market_6
2021-12-21,type_3,2545.5300000000000421,33.54,0,0,market_6
2021-12-21,type_1,2588.9500000000000769,43.13,0,0,market_6
2021-12-21,type_2,220.2400000000000010,45.00,0,0,market_6
2021-12-22,type_3,2309.0700000000000338,36.91,0,0,market_6
2021-12-22,type_1,3350.9500000000001005,37.19,1,0,market_6
2021-12-22,type_2,193.9700000000000025,23.33,0,0,market_6
2021-12-23,type_3,2043.3500000000000283,31.09,0,0,market_6
2021-12-23,type_1,2571.7100000000000956,32.81,0,0,market_6
2021-12-23,type_2,266.1300000000000035,10.00,1,0,market_6
2021-12-24,type_3,1587.7300000000000243,44.81,0,1,market_6
2021-12-24,type_1,1842.8000000000000856,30.00,0,1,market_6
2021-12-24,type_2,100.5600000000000011,10.00,0,1,market_6
2021-12-26,type_3,2137.3400000000000343,32.87,0,1,market_6
2021-12-26,type_1,3894.0300000000001623,30.00,0,1,market_6
2021-12-26,type_2,137.0400000000000033,10.00,0,1,market_6
2021-12-27,type_3,3054.2000000000000389,35.79,0,0,market_6
2021-12-27,type_1,3791.8500000000001285,35.12,0,0,market_6
2021-12-27,type_2,288.4600000000000025,10.00,0,0,market_6
2021-12-28,type_3,3101.6100000000000488,33.94,1,0,market_6
2021-12-28,type_1,4040.2900000000001350,35.96,0,0,market_6
2021-12-28,type_2,221.4200000000000026,10.00,0,0,market_6
2021-12-29,type_3,2847.5600000000000320,31.89,1,0,market_6
2021-12-29,type_1,3516.3600000000000879,40.77,0,0,market_6
2021-12-29,type_2,457.3500000000000037,,0,0,market_6
2021-12-30,type_3,2769.5800000000000338,33.20,0,0,market_6
2021-12-30,type_1,3722.0700000000001578,46.28,0,0,market_6
2021-12-30,type_2,191.5400000000000043,10.00,0,0,market_6
2021-12-31,type_3,1805.1800000000000202,40.89,0,1,market_6
2021-12-31,type_1,1565.9900000000000405,41.83,0,1,market_6
2021-12-31,type_2,86.3500000000000010,10.00,0,1,market_6
2022-01-02,type_3,3227.5900000000000546,42.00,0,1,market_6
2022-01-02,type_1,3886.5700000000000830,53.33,0,1,market_6
2022-01-02,type_2,408.1300000000000072,,1,1,market_6
2022-01-03,type_3,2803.3600000000000350,30.00,0,0,market_6
2022-01-03,type_1,4113.6600000000001475,61.82,1,0,market_6
2022-01-03,type_2,352.7800000000000060,10.00,0,0,market_6
2022-01-04,type_3,3160.0900000000000465,36.18,0,0,market_6
2022-01-04,type_1,4169.5500000000001037,34.23,1,0,market_6
2022-01-04,type_2,323.3000000000000067,10.00,0,0,market_6
2022-01-05,type_3,2337.7900000000000240,32.22,0,0,market_6
2022-01-05,type_1,2695.2100000000000973,44.48,0,0,market_6
2022-01-05,type_2,373.8500000000000035,30.00,0,0,market_6
2022-01-06,type_3,95.2900000000000015,39.33,0,0,market_6
2022-01-07,type_3,3444.9400000000000443,30.00,0,1,market_6
2022-01-07,type_1,5092.3000000000002078,65.00,0,1,market_6
2022-01-07,type_2,587.7800000000000115,10.00,0,1,market_6
2022-01-08,type_3,4211.9700000000000762,30.65,0,1,market_6
2022-01-08,type_1,6738.2300000000001741,44.00,0,1,market_6
2022-01-08,type_2,287.1700000000000038,10.00,0,1,market_6
2022-01-09,type_3,2990.9200000000000492,30.00,0,1,market_6
2022-01-09,type_1,4259.9800000000001566,39.33,0,1,market_6
2022-01-09,type_2,430.4400000000000038,10.00,0,1,market_6
2022-01-10,type_3,2668.5400000000000245,30.60,0,0,market_6
2022-01-10,type_1,3377.7900000000001567,30.00,0,0,market_6
2022-01-10,type_2,252.6900000000000035,,0,0,market_6
2022-01-11,type_3,2466.1600000000000327,30.00,0,0,market_6
2022-01-11,type_1,2980.4400000000001442,52.27,0,0,market_6
2022-01-11,type_2,336.3500000000000010,10.00,0,0,market_6
2022-01-12,type_3,2385.1000000000000325,32.92,0,0,market_6
2022-01-12,type_1,2898.8500000000001102,34.12,0,0,market_6
2022-01-12,type_2,292.2300000000000019,14.00,0,0,market_6
2022-01-13,type_3,2251.0400000000000244,30.00,1,0,market_6
2022-01-13,type_1,2735.0600000000001050,45.00,0,0,market_6
2022-01-13,type_2,373.9500000000000072,10.00,0,0,market_6
2022-01-14,type_3,2845.2600000000000461,30.79,0,1,market_6
2022-01-14,type_1,2909.2700000000001263,40.00,0,1,market_6
2022-01-14,type_2,357.4700000000000061,82.00,0,1,market_6
2022-01-15,type_3,4101.5400000000000593,30.00,1,1,market_6
2022-01-15,type_1,5420.5100000000001577,37.37,0,1,market_6
2022-01-15,type_2,661.1900000000000064,,1,1,market_6
2022-01-16,type_3,2521.2900000000000438,30.00,0,1,market_6
2022-01-16,type_1,4201.8600000000000995,30.00,0,1,market_6
2022-01-16,type_2,515.1900000000000080,30.00,0,1,market_6
2022-01-17,type_3,2834.4100000000000368,30.00,0,0,market_6
2022-01-17,type_1,4249.0800000000001785,42.35,1,0,market_6
2022-01-17,type_2,426.2200000000000048,18.00,0,0,market_6
2022-01-18,type_3,2289.7200000000000318,30.00,1,0,market_6
2022-01-18,type_1,2690.3100000000001034,43.13,0,0,market_6
2022-01-18,type_2,372.8800000000000052,10.00,0,0,market_6
2022-01-19,type_3,2162.8800000000000339,30.64,0,0,market_6
2022-01-19,type_1,2774.0900000000001301,65.00,0,0,market_6
2022-01-19,type_2,77.0200000000000007,10.00,0,0,market_6
2022-01-20,type_3,2187.2700000000000373,31.26,0,0,market_6
2022-01-20,type_1,3113.6600000000001402,60.00,0,0,market_6
2022-01-20,type_2,225.0300000000000037,10.00,0,0,market_6
2022-01-21,type_3,2662.9800000000000383,30.73,0,1,market_6
2022-01-21,type_1,3078.4100000000001056,48.67,0,1,market_6
2022-01-21,type_2,211.9800000000000054,10.00,0,1,market_6
2022-01-22,type_3,4201.4100000000000708,30.00,0,1,market_6
2022-01-22,type_1,5717.8900000000001466,51.72,0,1,market_6
2022-01-22,type_2,638.1100000000000074,10.00,0,1,market_6
2022-01-23,type_3,2911.1400000000000604,30.93,0,1,market_6
2022-01-23,type_1,4130.2600000000001498,50.59,0,1,market_6
2022-01-23,type_2,323.5300000000000040,,0,1,market_6
2022-01-24,type_3,1919.0500000000000294,31.32,0,0,market_6
2022-01-24,type_1,3085.2800000000001303,45.00,0,0,market_6
2022-01-24,type_2,268.7800000000000010,30.00,0,0,market_6
2022-01-25,type_3,2166.3800000000000268,30.00,0,0,market_6
2022-01-25,type_1,2179.6700000000000730,44.48,0,0,market_6
2022-01-25,type_2,305.0100000000000059,26.67,0,0,market_6
2022-01-26,type_3,2046.3200000000000300,30.37,0,0,market_6
2022-01-26,type_1,1933.2100000000000776,43.13,1,0,market_6
2022-01-26,type_2,249.4200000000000025,20.00,0,0,market_6
2022-01-27,type_3,2418.9900000000000321,32.54,0,0,market_6
2022-01-27,type_1,1776.7800000000000447,54.00,0,0,market_6
2022-01-27,type_2,287.0100000000000035,10.00,1,0,market_6
2022-01-28,type_3,2416.2500000000000268,32.09,0,1,market_6
2022-01-28,type_1,3254.6700000000001200,41.40,0,1,market_6
2022-01-28,type_2,271.4100000000000038,10.00,0,1,market_6
2022-01-29,type_3,4288.0800000000000841,30.00,0,1,market_6
2022-01-29,type_1,5693.7500000000001297,48.38,0,1,market_6
2022-01-29,type_2,419.3400000000000066,,0,1,market_6
2022-01-30,type_3,2923.6400000000000483,30.27,0,1,market_6
2022-01-30,type_1,4443.7200000000001016,48.67,0,1,market_6
2022-01-30,type_2,309.7300000000000079,10.00,0,1,market_6
2022-01-31,type_3,2290.6100000000000307,32.31,0,0,market_6
2022-01-31,type_1,2292.1500000000001010,55.45,0,0,market_6
2022-01-31,type_2,190.2500000000000041,30.00,0,0,market_6
2022-02-01,type_3,2201.0200000000000331,33.73,0,0,market_6
2022-02-01,type_1,2332.2400000000001026,41.84,0,0,market_6
2022-02-01,type_2,204.6900000000000045,,0,0,market_6
2022-02-02,type_3,2127.5600000000000288,33.78,0,0,market_6
2022-02-02,type_1,2367.3300000000000997,40.42,0,0,market_6
2022-02-02,type_2,231.0200000000000028,10.00,0,0,market_6
2022-02-03,type_3,2221.8000000000000380,34.79,1,0,market_6
2022-02-03,type_1,2156.1700000000001006,49.50,0,0,market_6
2022-02-03,type_2,277.2500000000000016,10.00,0,0,market_6
2022-02-04,type_3,2324.2000000000000337,30.35,0,1,market_6
2022-02-04,type_1,2424.8700000000000926,57.39,0,1,market_6
2022-02-04,type_2,256.4900000000000020,20.00,0,1,market_6
2022-02-05,type_3,3321.8000000000000649,34.12,0,1,market_6
2022-02-05,type_1,5171.4300000000001311,51.35,0,1,market_6
2022-02-05,type_2,415.4900000000000051,10.00,0,1,market_6
2022-02-06,type_3,2377.6700000000000313,30.83,0,1,market_6
2022-02-06,type_1,4132.3100000000001055,61.11,0,1,market_6
2022-02-06,type_2,310.7400000000000035,17.00,0,1,market_6
2022-02-07,type_3,1931.9800000000000340,36.18,0,0,market_6
2022-02-07,type_1,2459.3100000000001161,84.44,0,0,market_6
2022-02-07,type_2,155.86,10.00,0,0,market_6
2022-02-08,type_3,2196.3100000000000321,40.07,0,0,market_6
2022-02-08,type_1,2571.3300000000001260,49.78,0,0,market_6
2022-02-08,type_2,121.6800000000000007,10.00,0,0,market_6
2022-02-09,type_3,1901.6500000000000233,35.47,0,0,market_6
2022-02-09,type_1,2151.5600000000000921,72.00,1,0,market_6
2022-02-09,type_2,183.1400000000000012,10.00,0,0,market_6
2022-02-10,type_3,1979.7800000000000273,37.50,0,0,market_6
2022-02-10,type_1,1924.5200000000000810,82.00,0,0,market_6
2022-02-10,type_2,209.8800000000000010,87.14,0,0,market_6
2022-02-11,type_3,2059.5600000000000300,36.41,0,1,market_6
2022-02-11,type_1,3091.4200000000001312,50.22,0,1,market_6
2022-02-11,type_2,150.57,,0,1,market_6
2022-02-12,type_3,3549.4800000000000650,30.00,0,1,market_6
2022-02-12,type_1,5201.3600000000001475,30.00,1,1,market_6
2022-02-12,type_2,476.4600000000000003,10.00,1,1,market_6
2022-02-13,type_3,2648.8900000000000455,30.00,0,1,market_6
2022-02-13,type_1,3220.1300000000000820,70.00,0,1,market_6
2022-02-13,type_2,393.5800000000000033,13.33,0,1,market_6
2022-02-14,type_3,994.3600000000000102,30.00,0,0,market_6
2022-02-14,type_1,1943.4300000000001036,88.65,1,0,market_6
2022-02-14,type_2,159.8400000000000010,,0,0,market_6
2022-02-15,type_3,1984.3800000000000265,32.16,0,0,market_6
2022-02-15,type_1,2019.2900000000000558,46.67,0,0,market_6
2022-02-15,type_2,115.15,10.00,0,0,market_6
2022-02-16,type_3,1598.8400000000000225,30.00,0,0,market_6
2022-02-16,type_1,2325.8700000000000894,83.39,0,0,market_6
2022-02-16,type_2,186.3900000000000012,10.00,0,0,market_6
2022-02-17,type_3,1933.2600000000000300,30.00,0,0,market_6
2022-02-17,type_1,2054.3700000000001045,72.00,0,0,market_6
2022-02-17,type_2,235.9000000000000021,10.00,0,0,market_6
2022-02-18,type_3,2605.0700000000000396,31.60,0,1,market_6
2022-02-18,type_1,3517.1800000000000921,58.00,0,1,market_6
