date,store_type,sales,discount_average,has_new_product,is_weekend,market,tavg
2021-02-17,type_3,3317.52,49.56,1,0,market_3,10.1
2021-02-17,type_1,387.36,30.0,1,0,market_3,10.1
2021-02-17,type_2,3168.26,34.0,1,0,market_3,10.1
2021-02-18,type_3,3106.4,42.22,0,0,market_3,13.0
2021-02-18,type_1,353.56,32.73,0,0,market_3,13.0
2021-02-18,type_2,2824.97,31.54,0,0,market_3,13.0
2021-02-19,type_3,3045.5,37.96,0,1,market_3,11.7
2021-02-19,type_1,280.23,34.93,0,1,market_3,11.7
2021-02-19,type_2,3527.37,16.0,1,1,market_3,11.7
2021-02-20,type_1,179.96,30.0,1,1,market_3,13.3
2021-02-20,type_2,659.13,10.0,1,1,market_3,13.3
2021-02-22,type_3,3417.32,41.3,0,0,market_3,13.9
2021-02-22,type_1,332.79,32.03,0,0,market_3,13.9
2021-02-22,type_2,3013.59,21.11,1,0,market_3,13.9
2021-02-23,type_3,3304.24,40.97,0,0,market_3,13.2
2021-02-23,type_1,364.22,32.0,0,0,market_3,13.2
2021-02-23,type_2,2858.94,21.11,1,0,market_3,13.2
2021-02-24,type_3,3419.27,38.29,0,0,market_3,13.5
2021-02-24,type_1,242.01,31.35,0,0,market_3,13.5
2021-02-24,type_2,2369.93,84.89,0,0,market_3,13.5
2021-02-25,type_3,3560.23,37.45,1,0,market_3,12.0
2021-02-25,type_1,240.73,31.56,0,0,market_3,12.0
2021-02-25,type_2,1863.92,74.92,1,0,market_3,12.0
2021-02-26,type_3,3909.61,38.39,0,1,market_3,11.5
2021-02-26,type_1,253.66,30.0,0,1,market_3,11.5
2021-02-26,type_2,3016.97,80.26,1,1,market_3,11.5
2021-02-27,type_1,200.69,30.0,0,1,market_3,11.1
2021-02-27,type_2,257.34,10.0,0,1,market_3,11.1
2021-03-02,type_3,3579.65,45.0,0,0,market_3,14.7
2021-03-02,type_1,265.86,32.86,0,0,market_3,14.7
2021-03-02,type_2,2215.83,27.78,1,0,market_3,14.7
2021-03-03,type_3,3695.42,48.8,0,0,market_3,14.5
2021-03-03,type_1,308.68,30.0,0,0,market_3,14.5
2021-03-03,type_2,3631.86,34.91,0,0,market_3,14.5
2021-03-04,type_3,3875.68,44.83,0,0,market_3,13.1
2021-03-04,type_1,265.19,30.0,0,0,market_3,13.1
2021-03-04,type_2,3365.18,16.25,1,0,market_3,13.1
2021-03-05,type_3,3971.64,46.49,0,1,market_3,11.6
2021-03-05,type_1,326.96,30.0,1,1,market_3,11.6
2021-03-05,type_2,3980.56,45.32,0,1,market_3,11.6
2021-03-06,type_1,268.23,30.0,0,1,market_3,12.0
2021-03-06,type_2,613.32,10.0,0,1,market_3,12.0
2021-03-08,type_3,3725.27,46.49,0,0,market_3,11.4
2021-03-08,type_1,299.75,32.96,0,0,market_3,11.4
2021-03-08,type_2,3826.61,69.49,1,0,market_3,11.4
2021-03-09,type_3,3953.98,51.46,0,0,market_3,12.1
2021-03-09,type_1,1191.04,31.13,0,0,market_3,12.1
2021-03-09,type_2,3432.87,37.27,0,0,market_3,12.1
2021-03-10,type_3,3873.24,46.3,0,0,market_3,12.0
2021-03-10,type_1,347.55,30.0,0,0,market_3,12.0
2021-03-10,type_2,3617.81,39.84,0,0,market_3,12.0
2021-03-11,type_3,3978.83,48.18,0,0,market_3,12.0
2021-03-11,type_1,311.46,30.0,0,0,market_3,12.0
2021-03-11,type_2,3508.97,52.04,1,0,market_3,12.0
2021-03-12,type_3,3925.72,45.37,0,1,market_3,14.0
2021-03-12,type_1,246.73,30.0,0,1,market_3,14.0
2021-03-12,type_2,2942.08,34.88,1,1,market_3,14.0
2021-03-13,type_3,3227.82,46.14,0,1,market_3,12.0
2021-03-13,type_1,139.43,30.0,0,1,market_3,12.0
2021-03-13,type_2,2035.22,30.54,1,1,market_3,12.0
2021-03-15,type_3,3064.12,48.05,0,0,market_3,12.0
2021-03-15,type_1,3564.59,29.68,1,0,market_3,12.0
2021-03-15,type_2,3203.02,36.18,1,0,market_3,12.0
2021-03-16,type_3,2643.47,49.27,0,0,market_3,11.8
2021-03-16,type_1,3265.21,37.97,1,0,market_3,11.8
2021-03-16,type_2,3319.85,45.65,1,0,market_3,11.8
2021-03-17,type_3,2599.65,44.35,0,0,market_3,12.4
2021-03-17,type_1,3003.36,32.92,1,0,market_3,12.4
2021-03-17,type_2,2790.27,38.66,1,0,market_3,12.4
2021-03-18,type_3,2607.24,46.43,0,0,market_3,11.8
2021-03-18,type_1,3877.74,35.41,1,0,market_3,11.8
2021-03-18,type_2,3784.66,43.83,1,0,market_3,11.8
2021-03-19,type_3,2439.95,46.55,0,1,market_3,7.9
2021-03-19,type_1,4459.04,32.88,0,1,market_3,7.9
2021-03-19,type_2,3938.68,49.71,1,1,market_3,7.9
2021-03-20,type_3,1750.68,45.6,0,1,market_3,8.9
2021-03-20,type_1,4182.57,30.0,1,1,market_3,8.9
2021-03-20,type_2,2589.63,33.1,0,1,market_3,8.9
2021-03-22,type_3,2480.55,48.09,0,0,market_3,10.6
2021-03-22,type_1,3642.26,30.0,1,0,market_3,10.6
2021-03-22,type_2,2996.79,39.23,1,0,market_3,10.6
2021-03-23,type_3,2705.54,46.6,0,0,market_3,11.5
2021-03-23,type_1,3568.7,32.69,0,0,market_3,11.5
2021-03-23,type_2,3171.32,44.5,0,0,market_3,11.5
2021-03-24,type_3,2674.11,41.22,0,0,market_3,12.3
2021-03-24,type_1,3186.69,35.3,1,0,market_3,12.3
2021-03-24,type_2,2793.4,62.0,0,0,market_3,12.3
2021-03-25,type_3,2659.54,40.92,0,0,market_3,12.5
2021-03-25,type_1,3442.14,32.22,0,0,market_3,12.5
2021-03-25,type_2,3383.41,43.1,0,0,market_3,12.5
2021-03-26,type_3,4312.5,48.4,0,1,market_3,14.1
2021-03-26,type_1,164.19,30.0,0,1,market_3,14.1
2021-03-26,type_2,3648.17,35.71,1,1,market_3,14.1
2021-03-27,type_3,4124.01,44.5,0,1,market_3,13.9
2021-03-27,type_1,97.74,30.0,0,1,market_3,13.9
2021-03-27,type_2,2686.75,42.98,1,1,market_3,13.9
2021-03-29,type_3,4442.54,42.5,0,0,market_3,16.2
2021-03-29,type_1,171.65,42.73,0,0,market_3,16.2
2021-03-29,type_2,3754.41,64.05,0,0,market_3,16.2
2021-03-30,type_3,4251.24,44.7,1,0,market_3,16.4
2021-03-30,type_1,201.03,30.0,0,0,market_3,16.4
2021-03-30,type_2,3640.88,46.18,0,0,market_3,16.4
2021-03-31,type_3,4252.91,44.1,0,0,market_3,16.0
2021-03-31,type_1,169.13,30.0,1,0,market_3,16.0
2021-03-31,type_2,3813.92,40.42,0,0,market_3,16.0
2021-04-01,type_3,3871.81,44.18,0,0,market_3,17.2
2021-04-01,type_1,71.68,30.0,0,0,market_3,17.2
2021-04-01,type_2,2697.4,33.73,0,0,market_3,17.2
2021-04-03,type_3,3875.26,46.65,0,1,market_3,15.8
2021-04-03,type_1,67.9,33.18,0,1,market_3,15.8
2021-04-03,type_2,1982.33,36.43,0,1,market_3,15.8
2021-04-06,type_3,4364.92,45.62,0,0,market_3,15.0
2021-04-06,type_1,309.34,30.39,0,0,market_3,15.0
2021-04-06,type_2,2537.89,42.03,0,0,market_3,15.0
2021-04-07,type_3,3879.05,46.87,1,0,market_3,10.8
2021-04-07,type_1,180.22,30.0,0,0,market_3,10.8
2021-04-07,type_2,3690.63,31.3,0,0,market_3,10.8
2021-04-08,type_3,4164.43,45.98,1,0,market_3,10.1
2021-04-08,type_1,247.22,29.69,0,0,market_3,10.1
2021-04-08,type_2,2856.04,36.23,1,0,market_3,10.1
2021-04-09,type_3,3912.74,43.6,0,1,market_3,12.8
2021-04-09,type_1,188.2,30.0,0,1,market_3,12.8
2021-04-09,type_2,4293.41,29.18,0,1,market_3,12.8
2021-04-10,type_3,4103.8,45.24,0,1,market_3,13.5
2021-04-10,type_1,137.03,30.0,0,1,market_3,13.5
2021-04-10,type_2,3017.63,40.29,1,1,market_3,13.5
2021-04-12,type_3,4291.67,49.05,0,0,market_3,13.8
2021-04-12,type_1,1600.12,31.67,0,0,market_3,13.8
2021-04-12,type_2,4023.97,41.75,0,0,market_3,13.8
2021-04-13,type_3,4373.41,48.56,0,0,market_3,12.6
2021-04-13,type_1,207.16,30.2,0,0,market_3,12.6
2021-04-13,type_2,3502.6,47.4,1,0,market_3,12.6
2021-04-14,type_3,4172.82,46.54,0,0,market_3,13.6
2021-04-14,type_1,277.11,34.7,0,0,market_3,13.6
2021-04-14,type_2,3221.97,43.33,1,0,market_3,13.6
2021-04-15,type_3,4331.43,47.73,0,0,market_3,13.7
2021-04-15,type_1,235.2,31.06,0,0,market_3,13.7
2021-04-15,type_2,2547.86,43.97,1,0,market_3,13.7
2021-04-16,type_3,4029.16,44.49,0,1,market_3,12.7
2021-04-16,type_1,131.02,30.31,0,1,market_3,12.7
2021-04-16,type_2,3139.93,33.33,1,1,market_3,12.7
2021-04-17,type_3,3810.79,46.16,1,1,market_3,9.6
2021-04-17,type_1,130.67,30.0,0,1,market_3,9.6
2021-04-17,type_2,2061.44,42.54,0,1,market_3,9.6
2021-04-19,type_3,4283.4,45.34,1,0,market_3,12.8
2021-04-19,type_1,218.09,29.62,0,0,market_3,12.8
2021-04-19,type_2,3436.34,51.53,1,0,market_3,12.8
2021-04-20,type_3,3929.43,44.8,0,0,market_3,15.0
2021-04-20,type_1,303.66,27.66,0,0,market_3,15.0
2021-04-20,type_2,3243.33,41.01,1,0,market_3,15.0
2021-04-21,type_3,4048.8,46.29,0,0,market_3,15.2
2021-04-21,type_1,191.35,35.2,0,0,market_3,15.2
2021-04-21,type_2,3438.2,36.67,1,0,market_3,15.2
2021-04-22,type_3,4312.89,47.06,1,0,market_3,15.0
2021-04-22,type_1,243.44,34.13,0,0,market_3,15.0
2021-04-22,type_2,3818.86,50.44,1,0,market_3,15.0
2021-04-23,type_3,4129.33,48.21,0,1,market_3,14.5
2021-04-23,type_1,601.57,35.0,1,1,market_3,14.5
2021-04-23,type_2,2828.77,31.02,1,1,market_3,14.5
2021-04-24,type_3,4813.87,43.93,0,1,market_3,15.3
2021-04-24,type_1,102.93,30.0,0,1,market_3,15.3
2021-04-24,type_2,3713.81,39.28,1,1,market_3,15.3
2021-04-26,type_3,4831.14,45.75,0,0,market_3,17.7
2021-04-26,type_1,225.96,30.0,0,0,market_3,17.7
2021-04-26,type_2,2632.56,40.91,1,0,market_3,17.7
2021-04-27,type_3,4094.17,43.8,0,0,market_3,16.5
2021-04-27,type_1,108.61,28.62,0,0,market_3,16.5
2021-04-27,type_2,3082.09,54.23,1,0,market_3,16.5
2021-04-28,type_3,4456.34,46.1,0,0,market_3,18.0
2021-04-28,type_1,138.83,30.0,0,0,market_3,18.0
2021-04-28,type_2,2385.7,29.59,0,0,market_3,18.0
2021-04-29,type_3,4411.1,46.33,0,0,market_3,18.0
2021-04-29,type_1,154.18,28.13,0,0,market_3,18.0
2021-04-29,type_2,2566.72,43.86,0,0,market_3,18.0
2021-04-30,type_3,4572.28,47.61,0,1,market_3,17.2
2021-04-30,type_1,246.77,29.27,0,1,market_3,17.2
2021-04-30,type_2,3533.95,31.84,1,1,market_3,17.2
2021-05-02,type_3,3427.84,41.8,0,1,market_3,16.1
2021-05-02,type_1,83.67,30.0,0,1,market_3,16.1
2021-05-02,type_2,2093.04,32.16,1,1,market_3,16.1
2021-05-03,type_3,5010.7,41.16,0,0,market_3,17.5
2021-05-03,type_1,184.15,28.1,0,0,market_3,17.5
2021-05-03,type_2,3934.62,34.44,1,0,market_3,17.5
2021-05-04,type_3,4066.05,42.5,0,0,market_3,16.7
2021-05-04,type_1,2065.18,30.0,0,0,market_3,16.7
2021-05-04,type_2,3609.73,28.9,0,0,market_3,16.7
2021-05-05,type_3,4213.17,41.9,1,0,market_3,16.5
2021-05-05,type_1,217.5,30.0,0,0,market_3,16.5
2021-05-05,type_2,2519.13,30.76,0,0,market_3,16.5
2021-05-06,type_3,4342.89,41.52,0,0,market_3,16.8
2021-05-06,type_1,169.51,30.0,0,0,market_3,16.8
2021-05-06,type_2,2804.6,40.44,0,0,market_3,16.8
2021-05-07,type_3,4799.33,43.33,0,1,market_3,18.5
2021-05-07,type_1,266.52,33.5,1,1,market_3,18.5
2021-05-07,type_2,3281.64,44.46,1,1,market_3,18.5
2021-05-08,type_3,5068.22,45.0,0,1,market_3,20.6
2021-05-08,type_1,70.25,38.24,0,1,market_3,20.6
2021-05-08,type_2,2424.13,27.93,1,1,market_3,20.6
2021-05-10,type_3,4628.19,44.34,1,0,market_3,17.7
2021-05-10,type_1,221.24,30.0,0,0,market_3,17.7
2021-05-10,type_2,4422.79,32.11,0,0,market_3,17.7
2021-05-11,type_3,4031.03,47.52,0,0,market_3,17.7
2021-05-11,type_1,209.4,30.0,0,0,market_3,17.7
2021-05-11,type_2,3137.8,32.02,1,0,market_3,17.7
2021-05-12,type_3,4237.47,39.63,0,0,market_3,17.4
2021-05-12,type_1,116.08,30.0,0,0,market_3,17.4
2021-05-12,type_2,3466.15,27.73,0,0,market_3,17.4
2021-05-13,type_3,4569.58,39.12,0,0,market_3,18.7
2021-05-13,type_1,134.63,30.0,0,0,market_3,18.7
2021-05-13,type_2,2833.42,31.37,1,0,market_3,18.7
2021-05-14,type_3,4860.67,43.2,1,1,market_3,18.1
2021-05-14,type_1,259.48,30.0,0,1,market_3,18.1
2021-05-14,type_2,3886.1,29.38,1,1,market_3,18.1
2021-05-15,type_3,5186.82,45.48,0,1,market_3,18.0
2021-05-15,type_1,47.2,30.0,0,1,market_3,18.0
2021-05-15,type_2,3602.97,32.19,0,1,market_3,18.0
2021-05-17,type_3,4875.45,39.04,0,0,market_3,19.4
2021-05-17,type_1,137.36,30.0,0,0,market_3,19.4
2021-05-17,type_2,3320.16,29.47,1,0,market_3,19.4
2021-05-18,type_3,4258.54,45.57,0,0,market_3,17.7
2021-05-18,type_1,181.41,30.0,0,0,market_3,17.7
2021-05-18,type_2,2878.17,43.15,0,0,market_3,17.7
2021-05-19,type_3,4795.95,40.45,0,0,market_3,18.2
2021-05-19,type_1,200.08,30.0,0,0,market_3,18.2
2021-05-19,type_2,3199.07,32.5,1,0,market_3,18.2
2021-05-20,type_3,4262.83,45.93,0,0,market_3,17.5
2021-05-20,type_1,192.01,30.0,0,0,market_3,17.5
2021-05-20,type_2,3229.43,34.89,1,0,market_3,17.5
2021-05-21,type_3,4817.26,40.5,0,1,market_3,18.8
2021-05-21,type_1,254.3,31.17,0,1,market_3,18.8
2021-05-21,type_2,3667.14,37.47,0,1,market_3,18.8
2021-05-22,type_3,5193.24,37.38,0,1,market_3,19.6
2021-05-22,type_1,60.66,28.67,0,1,market_3,19.6
2021-05-22,type_2,3244.39,30.26,0,1,market_3,19.6
2021-05-24,type_3,3493.06,41.29,0,0,market_3,17.3
2021-05-24,type_1,3986.07,32.92,1,0,market_3,17.3
2021-05-24,type_2,2726.41,31.0,0,0,market_3,17.3
2021-05-25,type_3,3212.71,43.35,1,0,market_3,18.4
2021-05-25,type_1,3281.74,31.46,1,0,market_3,18.4
2021-05-25,type_2,2690.22,44.19,1,0,market_3,18.4
2021-05-26,type_3,2812.19,43.19,0,0,market_3,18.2
2021-05-26,type_1,2901.97,32.14,0,0,market_3,18.2
2021-05-26,type_2,2834.87,43.6,0,0,market_3,18.2
2021-05-27,type_3,3131.67,43.87,0,0,market_3,19.2
2021-05-27,type_1,3342.39,31.01,1,0,market_3,19.2
2021-05-27,type_2,3144.43,39.35,0,0,market_3,19.2
2021-05-28,type_3,3498.96,39.21,0,1,market_3,20.1
2021-05-28,type_1,4578.16,35.0,1,1,market_3,20.1
2021-05-28,type_2,3325.44,30.0,0,1,market_3,20.1
2021-05-29,type_3,3297.48,41.47,0,1,market_3,20.0
2021-05-29,type_1,5942.85,30.0,1,1,market_3,20.0
2021-05-29,type_2,3218.26,38.44,0,1,market_3,20.0
2021-05-31,type_3,3709.77,40.4,0,0,market_3,22.8
2021-05-31,type_1,4370.59,30.0,0,0,market_3,22.8
2021-05-31,type_2,2739.94,33.73,0,0,market_3,22.8
2021-06-01,type_3,3150.0,42.39,0,0,market_3,23.0
2021-06-01,type_1,3240.42,30.0,0,0,market_3,23.0
2021-06-01,type_2,3373.79,36.58,0,0,market_3,23.0
2021-06-02,type_3,3249.7,36.08,1,0,market_3,22.3
2021-06-02,type_1,4411.83,37.78,0,0,market_3,22.3
2021-06-02,type_2,2574.64,36.14,1,0,market_3,22.3
2021-06-03,type_3,3151.91,41.06,0,0,market_3,22.3
2021-06-03,type_1,4035.08,33.5,0,0,market_3,22.3
2021-06-03,type_2,3046.04,32.86,1,0,market_3,22.3
2021-06-04,type_3,3762.23,40.34,0,1,market_3,21.5
2021-06-04,type_1,5462.8,37.89,0,1,market_3,21.5
2021-06-04,type_2,2977.45,36.67,0,1,market_3,21.5
2021-06-05,type_3,3669.95,45.26,0,1,market_3,20.4
2021-06-05,type_1,7723.68,35.71,0,1,market_3,20.4
2021-06-05,type_2,3263.47,36.56,1,1,market_3,20.4
2021-06-07,type_3,3241.29,44.26,1,0,market_3,20.5
2021-06-07,type_1,5531.59,30.29,1,0,market_3,20.5
2021-06-07,type_2,2651.85,40.92,0,0,market_3,20.5
2021-06-08,type_3,2859.71,43.04,0,0,market_3,21.8
2021-06-08,type_1,4568.62,31.63,0,0,market_3,21.8
2021-06-08,type_2,2466.27,39.45,1,0,market_3,21.8
2021-06-09,type_3,2964.42,46.01,0,0,market_3,22.8
2021-06-09,type_1,4416.81,33.64,0,0,market_3,22.8
2021-06-09,type_2,2986.14,48.63,1,0,market_3,22.8
2021-06-10,type_3,2829.67,43.79,0,0,market_3,23.5
2021-06-10,type_1,4139.68,33.94,0,0,market_3,23.5
2021-06-10,type_2,2507.93,36.25,1,0,market_3,23.5
2021-06-11,type_3,2993.5,46.78,0,1,market_3,24.1
2021-06-11,type_1,4765.02,29.13,0,1,market_3,24.1
2021-06-11,type_2,2211.13,43.88,0,1,market_3,24.1
2021-06-12,type_3,2869.29,47.99,0,1,market_3,25.7
2021-06-12,type_1,6352.31,30.0,1,1,market_3,25.7
2021-06-12,type_2,2371.47,40.75,1,1,market_3,25.7
2021-06-14,type_3,2933.96,44.48,0,0,market_3,26.0
2021-06-14,type_1,4969.59,30.0,0,0,market_3,26.0
2021-06-14,type_2,2988.69,46.74,0,0,market_3,26.0
2021-06-15,type_3,2892.4,41.35,0,0,market_3,28.3
2021-06-15,type_1,5224.77,34.06,0,0,market_3,28.3
2021-06-15,type_2,3305.48,40.54,1,0,market_3,28.3
2021-06-16,type_3,3033.44,37.88,0,0,market_3,27.3
2021-06-16,type_1,5328.91,30.0,0,0,market_3,27.3
2021-06-16,type_2,3154.53,60.28,0,0,market_3,27.3
2021-06-17,type_3,2925.23,45.82,0,0,market_3,25.4
2021-06-17,type_1,5216.68,30.0,0,0,market_3,25.4
2021-06-17,type_2,3090.45,39.23,1,0,market_3,25.4
2021-06-18,type_3,2954.19,43.05,1,1,market_3,23.8
2021-06-18,type_1,4951.97,30.0,0,1,market_3,23.8
2021-06-18,type_2,2867.03,34.92,1,1,market_3,23.8
2021-06-19,type_3,3376.93,38.7,0,1,market_3,25.3
2021-06-19,type_1,7330.93,30.0,0,1,market_3,25.3
2021-06-19,type_2,4029.82,21.28,0,1,market_3,25.3
2021-06-21,type_3,3101.8,47.23,1,0,market_3,23.2
2021-06-21,type_1,5945.25,33.88,0,0,market_3,23.2
2021-06-21,type_2,3625.44,59.77,1,0,market_3,23.2
2021-06-22,type_3,2833.21,45.12,1,0,market_3,24.2
2021-06-22,type_1,5441.14,31.94,1,0,market_3,24.2
2021-06-22,type_2,4087.91,39.6,0,0,market_3,24.2
2021-06-23,type_3,3015.59,43.93,1,0,market_3,23.5
2021-06-23,type_1,6189.88,32.93,0,0,market_3,23.5
2021-06-23,type_2,4751.8,41.88,0,0,market_3,23.5
2021-06-25,type_3,2953.0,45.19,0,1,market_3,23.3
2021-06-25,type_1,7006.34,30.0,0,1,market_3,23.3
2021-06-25,type_2,4387.99,29.23,0,1,market_3,23.3
2021-06-26,type_3,3118.42,45.46,0,1,market_3,23.8
2021-06-26,type_1,6715.67,31.39,0,1,market_3,23.8
2021-06-26,type_2,1963.8,41.56,1,1,market_3,23.8
2021-06-28,type_3,3121.45,41.63,0,0,market_3,23.6
2021-06-28,type_1,6744.81,29.29,0,0,market_3,23.6
2021-06-28,type_2,2882.97,38.14,1,0,market_3,23.6
2021-06-29,type_3,3188.64,45.42,0,0,market_3,25.2
2021-06-29,type_1,6859.23,29.18,1,0,market_3,25.2
2021-06-29,type_2,3064.17,58.55,1,0,market_3,25.2
2021-06-30,type_3,3420.09,45.87,0,0,market_3,24.5
2021-06-30,type_1,6742.34,30.0,0,0,market_3,24.5
2021-06-30,type_2,2620.64,50.14,1,0,market_3,24.5
2021-07-01,type_3,3174.87,42.54,0,0,market_3,24.5
2021-07-01,type_1,7328.35,29.06,0,0,market_3,24.5
2021-07-01,type_2,2820.67,25.79,1,0,market_3,24.5
2021-07-02,type_3,3204.28,39.94,0,1,market_3,24.7
2021-07-02,type_1,6644.88,29.19,0,1,market_3,24.7
2021-07-02,type_2,2808.65,31.62,1,1,market_3,24.7
2021-07-03,type_3,3238.67,43.13,1,1,market_3,24.9
2021-07-03,type_1,6644.55,30.0,1,1,market_3,24.9
2021-07-03,type_2,3069.67,36.56,0,1,market_3,24.9
2021-07-04,type_3,1274.95,41.02,0,1,market_3,26.9
2021-07-04,type_1,2817.19,29.11,1,1,market_3,26.9
2021-07-04,type_2,1076.48,30.0,0,1,market_3,26.9
2021-07-05,type_3,3632.15,43.24,1,0,market_3,26.0
2021-07-05,type_1,7271.2,33.11,1,0,market_3,26.0
2021-07-05,type_2,3190.67,33.45,1,0,market_3,26.0
2021-07-06,type_3,2979.85,46.82,1,0,market_3,25.8
2021-07-06,type_1,6164.97,29.55,1,0,market_3,25.8
2021-07-06,type_2,2457.2,58.21,1,0,market_3,25.8
2021-07-07,type_3,3302.26,45.29,0,0,market_3,26.8
2021-07-07,type_1,6825.82,30.0,0,0,market_3,26.8
2021-07-07,type_2,2328.62,37.56,0,0,market_3,26.8
2021-07-08,type_3,3296.77,43.47,0,0,market_3,25.5
2021-07-08,type_1,7433.15,29.73,0,0,market_3,25.5
2021-07-08,type_2,2705.37,42.11,0,0,market_3,25.5
2021-07-09,type_3,3195.6,44.44,1,1,market_3,25.0
2021-07-09,type_1,6555.11,30.46,0,1,market_3,25.0
2021-07-09,type_2,2437.78,48.25,1,1,market_3,25.0
2021-07-10,type_3,3490.93,42.55,0,1,market_3,25.3
2021-07-10,type_1,7433.04,42.6,0,1,market_3,25.3
2021-07-10,type_2,2664.51,58.75,0,1,market_3,25.3
